web_scraper_order,web_scraper_start_url,data-page-selector,name_1,multiple_data_spesifik_place,BreadcrumbList_ListItem_name_4,Product_Offer_price_0,room_type_0,bathroom_0,apartment_size_0,luas2_Bangunan,certificate_0,view_0,interior_0,apartment_facilities_0,area_facilities_0,makesure_tipe,floor_level_0,Multipel_detail
1763535333-292,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=49,https://www.99.co/id/properti/apartemen-dijual-2mily-setiabudi-cp-1011929431,"Apartemen Elite Kawasan Setiabudi, 2 KM, Luas 63m2m², Dekat Mudah Setiabudi, Jakarta Selatan, Jakarta Selatan, Fasilitas Premium",SKY GARDEN SETIABUDI,"Setiabudi, Jakarta Selatan, Jakarta",Rp 2.300.000.000,2,2,63 m²Luas Apartemen,,SKY GARDEN SETIABUDI,,Full Furnished,Fasilitas AreaKolam RenangTaman,,ApartemenJualDiperbaharui : 29 Okt 2025 11:25,1,Detail PropertiNama ApartemenSKY GARDEN SETIABUDITingkat Lantai1Tipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763535369-293,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=48,https://www.99.co/id/properti/apartemen-dijual-20mily-setiabudi-cp-1011929510,"Apartemen di Setiabudi, 4 KT, Luas 358m2m², Strategis",La Vie All Suites,"Setiabudi, Jakarta Selatan, Jakarta",Rp 20.000.000.000,4,4,358 m²Luas Apartemen,,La Vie All Suites,,Semi Furnished,Fasilitas ApartemenKolam RenangTV KabelInternetCCTVTeleponWifiMesin CuciLihat Lebih Sedikit,Dekat Tempat IbadahKolam RenangTaman,ApartemenJualDiperbaharui : 29 Okt 2025 11:31,10,Detail PropertiNama ApartemenLa Vie All SuitesTingkat Lantai10Tipe PropertiApartemenTipe IklanSaleInteriorSemi Furnished
1763535397-294,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=48,https://www.99.co/id/properti/apartemen-dijual-2mily-setiabudi-cp-1011918704,"Apartemen Premium Kawasan Setiabudi, Luas 89m2m², 2 KM",Setiabudi Skygarden,"Setiabudi, Jakarta Selatan, Jakarta",Rp 2.650.000.000,2,2,89 m²Luas Apartemen,,Setiabudi Skygarden,,Full Furnished,Fasilitas ApartemenKolam RenangTV KabelInternetCCTVTeleponWifiMesin CuciLihat Lebih Sedikit,Kolam RenangTaman,ApartemenJualDiperbaharui : 29 Okt 2025 11:34,18,Detail PropertiNama ApartemenSetiabudi SkygardenTingkat Lantai18Tipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763535412-295,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=48,https://www.99.co/id/properti/apartemen-dijual-5mily-setiabudi-cp-1011930031,"HOT DEAL! Apartemen Kawasan Setiabudi, 2 KT, Luas 167m2m²",Verde,"Setiabudi, Jakarta Selatan, Jakarta",Rp 5.000.000.000,2,2,167 m²Luas Apartemen,,Verde,,,,,ApartemenJualDiperbaharui : 29 Okt 2025 12:13,1,Detail PropertiNama ApartemenVerdeTingkat Lantai1Tipe PropertiApartemenTipe IklanSale
1763535430-296,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=48,https://www.99.co/id/properti/apartemen-dijual-8mily-setiabudi-cp-1011930256,"Apartemen Kawasan Setiabudi, 2 KM, Luas 196m2m², View Kota",Four Seasons Residences,"Setiabudi, Jakarta Selatan, Jakarta",Rp 8.000.000.000,3,2,196 m²Luas Apartemen,,Four Seasons Residences,,Full Furnished,Fasilitas AreaKolam RenangTaman,,ApartemenJualDiperbaharui : 29 Okt 2025 12:33,1,Detail PropertiNama ApartemenFour Seasons ResidencesTingkat Lantai1Tipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763535447-297,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=48,https://www.99.co/id/properti/rumah-dijual-51mily-setiabudi-cp-1010322796,"KESEMPATAN TERBAIK! Rumah Asri di Setiabudi, Luas 540m2m² Bangunan 1100m2m²",SHM,"Setiabudi, Jakarta Selatan, Jakarta",Rp 51.000.000.000,4,5,540 m²Luas Tanah,1100 m²Luas Bangunan,SHM,Sale,,Fasilitas RumahKolam Renang,,RumahJualDiperbaharui : 29 Okt 2025 12:59,3,Detail PropertiSertifikatSHMGarasi3Daya Listrik33000 WattJumlah Lantai3Tipe PropertiRumahTipe IklanSaleOrientasi BangunanHookKamar Tidur4Kamar Mandi5Tanya Lebih LanjutLihat Lebih Sedikit
1763535465-298,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=48,https://www.99.co/id/properti/rumah-dijual-19mily-setiabudi-cp-1011930731,"PROPERTI PILIHAN! Rumah di Setiabudi, LT 307m2m² Bangunan 455m2m²",SHM,"Setiabudi, Jakarta Selatan, Jakarta",Rp 19.000.000.000,6,5,307 m²Luas Tanah,455 m²Luas Bangunan,SHM,Rumah,Full Furnished,Fasilitas RumahACTV KabelWifi,Keamanan 24 JamTamanParkir Mobil,RumahJualDiperbaharui : 29 Okt 2025 13:12,2,Detail PropertiSertifikatSHMCarpots2Daya Listrik7700 WattInteriorFull FurnishedJumlah Lantai2Tipe PropertiRumahTipe IklanSaleOrientasi BangunanHookTahun Dibangun2000Kamar Tidur6Kamar Mandi5Tanya Lebih LanjutLihat Lebih Sedikit
1763535484-299,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=48,https://www.99.co/id/properti/apartemen-dijual-13miliar-setiabudi-cp-1011931439,"BEST PRICE! Apartemen di , 3 KT, Luas 221m2m²",La Vie All Suites,"Setiabudi, Jakarta Selatan, Jakarta",Rp 13.500.000.000,3,3,221 m²Luas Apartemen,,La Vie All Suites,,Full Furnished,Fasilitas AreaKolam RenangTaman,,ApartemenJualDiperbaharui : 29 Okt 2025 13:38,1,Detail PropertiNama ApartemenLa Vie All SuitesTingkat Lantai1Tipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763535502-300,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=48,https://www.99.co/id/properti/apartemen-dijual-13miliar-setiabudi-cp-1011931463,"BEST PRICE! Apartemen Kawasan , Jakarta Selatan, 3 KM, Luas 221m2m², Siap Ditempati",La Vie All Suites,"Setiabudi, Jakarta Selatan, Jakarta",Rp 13.500.000.000,3,3,221 m²Luas Apartemen,,La Vie All Suites,,Full Furnished,Fasilitas AreaKolam RenangTaman,,ApartemenJualDiperbaharui : 29 Okt 2025 13:40,1,Detail PropertiNama ApartemenLa Vie All SuitesTingkat Lantai1Tipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763535520-301,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=48,https://www.99.co/id/properti/apartemen-dijual-7miliar-setiabudi-cp-1011931547,"BEST DEAL! Apartemen di , Jakarta Selatan, 2 KM, Luas 127m2m²",La Vie All Suites,"Setiabudi, Jakarta Selatan, Jakarta",Rp 7.200.000.000,2,2,127 m²Luas Apartemen,,La Vie All Suites,,Full Furnished,Fasilitas AreaKolam RenangTaman,,ApartemenJualDiperbaharui : 29 Okt 2025 13:44,1,Detail PropertiNama ApartemenLa Vie All SuitesTingkat Lantai1Tipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763535539-302,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=48,https://www.99.co/id/properti/rumah-dijual-60miliar-setiabudi-cp-1010011314,"Rumah Terawat kawasan , Jakarta Selatan, LT 650m2m² Bangunan 800m2m² HARGA MENARIK!",SHM,"Setiabudi, Jakarta Selatan, Jakarta",Rp 60.000.000.000,5,5,650 m²Luas Tanah,800 m²Luas Bangunan,SHM,Rumah,Unfurnished,Fasilitas RumahKolam Renang,Kolam RenangParkir Mobil,RumahJualDiperbaharui : 29 Okt 2025 14:00,2,Detail PropertiSertifikatSHMCarpots2Daya Listrik16500 WattInteriorUnfurnishedJumlah Lantai2Tipe PropertiRumahTipe IklanSaleOrientasi BangunanHookKamar Tidur5Kamar Mandi5Tanya Lebih LanjutLihat Lebih Sedikit
1763535556-303,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=48,https://www.99.co/id/properti/apartemen-dijual-5mily-setiabudi-cp-1009215887,"Apartemen Kawasan Setiabudi, 2 KM, Luas 170m2m², Lokasi Strategis",Verde,"Setiabudi, Jakarta Selatan, Jakarta",Rp 5.500.000.000,3,2,170 m²Luas Apartemen,,Verde,,Semi Furnished,Fasilitas ApartemenKolam RenangTV KabelInternetCCTVTeleponWifiMesin CuciLihat Lebih Sedikit,Dekat Tempat IbadahKolam RenangTaman,ApartemenJualDiperbaharui : 29 Okt 2025 14:43,22,Detail PropertiNama ApartemenVerdeTingkat Lantai22Tipe PropertiApartemenTipe IklanSaleInteriorSemi Furnished
1763535575-304,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=48,https://www.99.co/id/properti/apartemen-dijual-2mily-setiabudi-cp-1011934034,"Apartemen Premium di Setiabudi, 1 KM, Luas 63m2m², Dekat Setiabudi, Jakarta Selatan, Jakarta Selatan",SETIABUDI SKY GARDEN,"Setiabudi, Jakarta Selatan, Jakarta",Rp 2.200.000.000,2,1,63 m²Luas Apartemen,,SETIABUDI SKY GARDEN,,Full Furnished,Fasilitas ApartemenKolam RenangTV KabelInternetCCTVTeleponWifiMesin CuciLihat Lebih Sedikit,Kolam RenangTaman,ApartemenJualDiperbaharui : 29 Okt 2025 15:42,1,Detail PropertiNama ApartemenSETIABUDI SKY GARDENTingkat Lantai1Tipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763535591-305,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=48,https://www.99.co/id/properti/apartemen-dijual-2miliar-setiabudi-cp-1011934892,"Siap Huni Apartemen di Jakarta Selatan 2 Kamar & 1 Kamar Mandi, Luas 80m2",Sudirman Tower Condominium,"Setiabudi, Jakarta Selatan, Jakarta",Rp 2.200.000.000,2,1,80 m²Luas Apartemen,,Sudirman Tower Condominium,,Full Furnished,Fasilitas AreaKolam RenangTaman,,ApartemenJualDiperbaharui : 14 Nov 2025 17:29,30,Detail PropertiNama ApartemenSudirman Tower CondominiumTingkat Lantai30Tipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763535607-306,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=48,https://www.99.co/id/properti/apartemen-dijual-8miliar-setiabudi-cp-84070100988,"PRIME UNIT! Apartemen di , 2 KT, Luas 170m2m², Area Premium, Fasilitas Terlengkap",Verde Two,"Setiabudi, Jakarta Selatan, Jakarta",Rp 8.200.000.000,2,2,170 m²Luas Apartemen,,Verde Two,,Unfurnished,,,ApartemenJualDiperbaharui : 29 Okt 2025 17:08,Strata Title,Detail PropertiNama ApartemenVerde TwoSertifikatStrata TitleTipe PropertiApartemenTipe IklanSaleInteriorUnfurnished
1763535623-307,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=48,https://www.99.co/id/properti/apartemen-dijual-2miliar-setiabudi-cp-1011935497,"Apartemen Cozy Dijual di Jakarta Selatan Spesifikasi 3 KT, 2 KM",Sudirman Tower Condominium,"Setiabudi, Jakarta Selatan, Jakarta",Rp 2.500.000.000,3,2,110 m²Luas Apartemen,,Sudirman Tower Condominium,,Full Furnished,Fasilitas AreaKolam RenangTaman,,ApartemenJualDiperbaharui : 14 Nov 2025 17:29,30,Detail PropertiNama ApartemenSudirman Tower CondominiumTingkat Lantai30Tipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763535648-308,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=48,https://www.99.co/id/properti/apartemen-dijual-5miliar-setiabudi-cp-1011935858,"Apartemen Kawasan , 3 KM, Luas 155m2m², Premium",Setiabudi Skygarden,"Setiabudi, Jakarta Selatan, Jakarta",Rp 5.800.000.000,3,3,155 m²Luas Apartemen,,Setiabudi Skygarden,,Full Furnished,Fasilitas ApartemenKolam RenangTV KabelInternetWifiMesin Cuci,Kolam RenangTaman,ApartemenJualDiperbaharui : 29 Okt 2025 18:04,1,Detail PropertiNama ApartemenSetiabudi SkygardenTingkat Lantai1Tipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763535663-309,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=48,https://www.99.co/id/properti/apartemen-dijual-5miliar-setiabudi-cp-1011935930,"Apartemen Strategis Kawasan , Luas 155m2m², 3 KM",Setiabudi Skygarden,"Setiabudi, Jakarta Selatan, Jakarta",Rp 5.950.000.000,3,3,155 m²Luas Apartemen,,Setiabudi Skygarden,,Full Furnished,Fasilitas ApartemenKolam RenangTV KabelInternetWifiMesin Cuci,Kolam RenangTaman,ApartemenJualDiperbaharui : 29 Okt 2025 18:17,1,Detail PropertiNama ApartemenSetiabudi SkygardenTingkat Lantai1Tipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763535677-310,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=48,https://www.99.co/id/properti/apartemen-dijual-5miliar-setiabudi-cp-1011936723,"HOT PROPERTY! Apartemen Kawasan , Jakarta Selatan, 3 KM, Luas 245m2m², Siap Ditempati, Pemandangan Terbaik",Setiabudi,"Setiabudi, Jakarta Selatan, Jakarta",Rp 5.700.000.000,3,3,245 m²Luas Apartemen,,Setiabudi,,Unfurnished,Fasilitas AreaKolam Renang,,ApartemenJualDiperbaharui : 29 Okt 2025 19:42,1,Detail PropertiNama ApartemenSetiabudiTingkat Lantai1Tipe PropertiApartemenTipe IklanSaleInteriorUnfurnished
1763535693-311,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=48,https://www.99.co/id/properti/rumah-dijual-27miliar-setiabudi-cp-1009419701,"Rumah 5 KT 6 KM View Laut di , Jakarta Selatan",SHM,"Setiabudi, Jakarta Selatan, Jakarta",Rp 27.500.000.000,5,6,308 m²Luas Tanah,424 m²Luas Bangunan,SHM,3,Unfurnished,Fasilitas RumahKolam RenangTeleponWifiMesin Cuci,,RumahJualDiperbaharui : 29 Okt 2025 20:47,2,Detail PropertiSertifikatSHMGarasi2Carpots4Daya Listrik5500 WattInteriorUnfurnishedJumlah Lantai3Tipe PropertiRumahTipe IklanSaleOrientasi BangunanHookTahun Dibangun2024Kamar Tidur5Kamar Mandi6Tanya Lebih LanjutLihat Lebih Sedikit
1763535709-312,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=48,https://www.99.co/id/properti/rumah-dijual-27miliar-setiabudi-cp-1008607313,Rumah Ideal bagi Keluarga area  - LT 308m2m²,SHM,"Setiabudi, Jakarta Selatan, Jakarta",Rp 27.500.000.000,5,3,308 m²Luas Tanah,424 m²Luas Bangunan,SHM,Sale,Unfurnished,Fasilitas RumahTV KabelTeleponWifiDapurMesin Cuci,Taman,RumahJualDiperbaharui : 30 Okt 2025 08:37,5500 Watt,Detail PropertiSertifikatSHMDaya Listrik5500 WattInteriorUnfurnishedJumlah Lantai2Tipe PropertiRumahTipe IklanSaleOrientasi BangunanHookKamar Tidur5Kamar Mandi3Tanya Lebih LanjutLihat Lebih Sedikit
1763535735-313,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=47,https://www.99.co/id/properti/apartemen-dijual-1miliar-setiabudi-cp-1000057469,"Apartemen Eksklusif Kawasan , 1 KM, Luas 75m2m²",Taman Rasuna,"Setiabudi, Jakarta Selatan, Jakarta",Rp 1.250.000.000,2,1,75 m²Luas Apartemen,,Taman Rasuna,,Full Furnished,Fasilitas ApartemenKolam RenangTV KabelInternetCCTVWifiMesin Cuci,Dekat Tempat IbadahKolam RenangTaman,ApartemenJualDiperbaharui : 30 Okt 2025 09:34,27,Detail PropertiNama ApartemenTaman RasunaTingkat Lantai27Tipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763535749-314,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=47,https://www.99.co/id/properti/apartemen-dijual-3miliar-setiabudi-cp-1009757670,"Apartemen Mewah di , 1 KM, Luas 86m2m², Akses ke Jakarta Selatan, Jakarta Selatan, Fasilitas Premium",The Grove Condominium at Rasuna Epicentrum,"Setiabudi, Jakarta Selatan, Jakarta",Rp 3.450.000.000,2,1,86 m²Luas Apartemen,,The Grove Condominium at Rasuna Epicentrum,,Full Furnished,Fasilitas AreaKolam RenangTaman,,ApartemenJualDiperbaharui : 30 Okt 2025 09:49,7,Detail PropertiNama ApartemenThe Grove Condominium at Rasuna EpicentrumTingkat Lantai7Tipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763535765-315,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=47,https://www.99.co/id/properti/apartemen-dijual-6miliar-setiabudi-cp-1011578902,"LOKASI TERBAIK! Apartemen di , 2 KM, Luas 143m2m², Bisa Segera Ditempati, Fasilitas Modern",South Hills,"Setiabudi, Jakarta Selatan, Jakarta",Rp 6.950.000.000,3,2,143 m²Luas Apartemen,,South Hills,,Full Furnished,Fasilitas ApartemenKolam RenangTV KabelInternetCCTVTeleponWifiMesin CuciLihat Lebih Sedikit,Kolam RenangTaman,ApartemenJualDiperbaharui : 30 Okt 2025 09:49,1,Detail PropertiNama ApartemenSouth HillsTingkat Lantai1Tipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763535780-316,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=47,https://www.99.co/id/properti/rumah-dijual-27miliar-setiabudi-cp-1005060918,"Rumah Berkualitas , Jakarta Selatan, Luas 640m2m² Bangunan 300m2m²",Rumah,"Setiabudi, Jakarta Selatan, Jakarta",Rp 27.500.000.000,6,3,640 m²Luas Tanah,300 m²Luas Bangunan,Rumah,,,,,RumahJualDiperbaharui : 30 Okt 2025 10:29,Sale,Detail PropertiTipe PropertiRumahTipe IklanSaleOrientasi BangunanHookKamar Tidur6Kamar Mandi3
1763535796-317,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=47,https://www.99.co/id/properti/apartemen-dijual-16miliar-setiabudi-cp-1010182411,"HOT UNIT! Apartemen di , 3 KT, Luas 330m2m²",Four Seasons Residences,"Setiabudi, Jakarta Selatan, Jakarta",Rp 16.000.000.000,3,3,330 m²Luas Apartemen,,Four Seasons Residences,,Semi Furnished,Fasilitas ApartemenKolam RenangTV KabelInternetCCTVTeleponWifiMesin CuciLihat Lebih Sedikit,Kolam RenangTaman,ApartemenJualDiperbaharui : 30 Okt 2025 10:37,35,Detail PropertiNama ApartemenFour Seasons ResidencesTingkat Lantai35Tipe PropertiApartemenTipe IklanSaleInteriorSemi Furnished
1763535812-318,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=47,https://www.99.co/id/properti/apartemen-dijual-3miliar-setiabudi-cp-1011940906,"Apartemen Strategis Kawasan , 1 KM, Luas 99m2m², Kawasan Jakarta Selatan, Jakarta Selatan, Fasilitas Modern",Setiabudi Residences,"Setiabudi, Jakarta Selatan, Jakarta",Rp 3.400.000.000,1,1,99 m²Luas Apartemen,,Setiabudi Residences,Full Furnished,Full Furnished,Fasilitas ApartemenKolam RenangTV KabelInternetCCTVTeleponWifiMesin CuciLihat Lebih Sedikit,Dekat Tempat IbadahKolam RenangTaman,ApartemenJualDiperbaharui : 30 Okt 2025 10:37,20,Detail PropertiNama ApartemenSetiabudi ResidencesTingkat Lantai20SertifikatHak PakaiTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763535827-319,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=47,https://www.99.co/id/properti/apartemen-dijual-5miliar-setiabudi-cp-1011943235,"Apartemen Premium Kawasan , 4 KT, Luas 245m2m², Area Premium, Dekat ke Jakarta Selatan, Jakarta Selatan",Sudirman Residences,"Setiabudi, Jakarta Selatan, Jakarta",Rp 5.600.000.000,4,3,245 m²Luas Apartemen,,Sudirman Residences,,Unfurnished,Fasilitas ApartemenKolam RenangCCTVTeleponWifi,Dekat Tempat IbadahKolam RenangTaman,ApartemenJualDiperbaharui : 30 Okt 2025 12:39,1,Detail PropertiNama ApartemenSudirman ResidencesTingkat Lantai1Tipe PropertiApartemenTipe IklanSaleInteriorUnfurnished
1763535841-320,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=47,https://www.99.co/id/properti/apartemen-dijual-20miliar-setiabudi-cp-1011943653,"SPECIAL OFFER! Apartemen Kawasan , Jakarta Selatan, 4 KT, Luas 0m2m²",Apartemen,"Setiabudi, Jakarta Selatan, Jakarta",Rp 20.000.000.000,4,5,,,Apartemen,,,,,ApartemenJualDiperbaharui : 08 Nov 2025 20:11,Sale,Detail PropertiTipe PropertiApartemenTipe IklanSale
1763535856-321,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=47,https://www.99.co/id/properti/apartemen-dijual-22jt-setiabudi-cp-1011944086,"Apartemen di , 7 KM, Luas 835m2m²",SKY GARDEN SETIABUDI,"Setiabudi, Jakarta Selatan, Jakarta",Rp 22.000.000,7,7,835 m²Luas Apartemen,,SKY GARDEN SETIABUDI,,Unfurnished,Fasilitas AreaKolam RenangTaman,,ApartemenJualDiperbaharui : 30 Okt 2025 13:37,1,Detail PropertiNama ApartemenSKY GARDEN SETIABUDITingkat Lantai1Tipe PropertiApartemenTipe IklanSaleInteriorUnfurnished
1763535870-322,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=47,https://www.99.co/id/properti/apartemen-dijual-22jt-setiabudi-cp-1011944321,"HOT UNIT! Apartemen di , 7 KM, Luas 1089m2m²",SETIABUDI SKY GARDEN,"Setiabudi, Jakarta Selatan, Jakarta",Rp 22.000.000,7,7,1089 m²Luas Apartemen,,SETIABUDI SKY GARDEN,,Unfurnished,Fasilitas AreaKolam RenangTaman,,ApartemenJualDiperbaharui : 30 Okt 2025 13:48,1,Detail PropertiNama ApartemenSETIABUDI SKY GARDENTingkat Lantai1Tipe PropertiApartemenTipe IklanSaleInteriorUnfurnished
1763535885-323,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=47,https://www.99.co/id/properti/apartemen-dijual-3miliar-setiabudi-cp-1011944955,"Apartemen Premium Kawasan , 2 KM, Luas 89m2m²",Setiabudi Skygarden,"Setiabudi, Jakarta Selatan, Jakarta",Rp 3.000.000.000,2,2,89 m²Luas Apartemen,,Setiabudi Skygarden,,Full Furnished,Fasilitas ApartemenKolam RenangTV KabelInternetWifiMesin Cuci,Kolam RenangTaman,ApartemenJualDiperbaharui : 30 Okt 2025 14:16,1,Detail PropertiNama ApartemenSetiabudi SkygardenTingkat Lantai1Tipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763535901-324,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=47,https://www.99.co/id/properti/rumah-dijual-8miliar-setiabudi-cp-1009302411,"Rumah Luas Tanah 165m2m² di , Jakarta Selatan - Lokasi Strategis",2,"Setiabudi, Jakarta Selatan, Jakarta",Rp 8.500.000.000,3,3,165 m²Luas Tanah,274 m²Luas Bangunan,2,3,,,,RumahJualDiperbaharui : 30 Okt 2025 15:42,1,Detail PropertiGarasi2Carpots1Tipe PropertiRumahTipe IklanSaleOrientasi BangunanHookKamar Tidur3Kamar Mandi3Tanya Lebih LanjutLihat Lebih Sedikit
1763535917-325,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=47,https://www.99.co/id/properti/rumah-dijual-15miliar-setiabudi-cp-56364929738,"Rumah Lokasi Strategis di , Jakarta Selatan, LT 700m2m² LB 500m2m²",SHM,"Setiabudi, Jakarta Selatan, Jakarta",Rp 15.555.000.000,6,5,700 m²Luas Tanah,500 m²Luas Bangunan,SHM,Sale,Unfurnished,,,RumahJualDiperbaharui : 30 Okt 2025 19:53,7700 Watt,Detail PropertiSertifikatSHMDaya Listrik7700 WattInteriorUnfurnishedJumlah Lantai2Tipe PropertiRumahTipe IklanSaleOrientasi BangunanHookTahun Dibangun1999Kamar Tidur6Kamar Mandi5Tanya Lebih LanjutLihat Lebih Sedikit
1763535932-326,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=47,https://www.99.co/id/properti/apartemen-dijual-1miliar-setiabudi-cp-1011950495,"Apartemen di , 1 KT, Luas 24m2m², Lokasi Premium",The Branz Mega Kuningan,"Setiabudi, Jakarta Selatan, Jakarta",Rp 1.900.000.000,1,1,24 m²Luas Apartemen,,The Branz Mega Kuningan,,Unfurnished,Fasilitas ApartemenKolam RenangInternetCCTVWifi,Kolam RenangTaman,ApartemenJualDiperbaharui : 30 Okt 2025 21:59,15,Detail PropertiNama ApartemenThe Branz Mega KuninganTingkat Lantai15Tipe PropertiApartemenTipe IklanSaleInteriorUnfurnished
1763535947-327,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=47,https://www.99.co/id/properti/apartemen-dijual-1miliar-setiabudi-cp-1011952250,"Apartemen Premium Kawasan , 2 KT, Luas 78m2m²",Taman Sari Semanggi,"Setiabudi, Jakarta Selatan, Jakarta",Rp 1.700.000.000,2,1,78 m²Luas Apartemen,,Taman Sari Semanggi,Full Furnished,Full Furnished,,,ApartemenJualDiperbaharui : 31 Okt 2025 10:01,17,Detail PropertiNama ApartemenTaman Sari SemanggiTingkat Lantai17SertifikatHak PakaiTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763535961-328,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=47,https://www.99.co/id/properti/apartemen-dijual-2miliar-setiabudi-cp-1009351337,"Apartemen Eksklusif di , 2 KM, Luas 87m2m², Dekat Mudah Jakarta Selatan, Jakarta Selatan, Fasilitas Terbaik",Setiabudi Residences,"Setiabudi, Jakarta Selatan, Jakarta",Rp 2.500.000.000,2,2,87 m²Luas Apartemen,,Setiabudi Residences,,Full Furnished,Fasilitas AreaKolam RenangTaman,,ApartemenJualDiperbaharui : 31 Okt 2025 09:21,Apartemen,Detail PropertiNama ApartemenSetiabudi ResidencesTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
