data-page-selector,name_1,multiple_data_spesifik_place,interior_0,property_typ,Date_time,electrical,certificate,facility_list,bed_room_numeric,bathroom_numeric,land_size_numeric,luas2_Bangunan_numeric,price_numeric,has_electrical_info,certificate_strength,interior_quality,is_apartment,effective_area,price_per_m2,building_to_land_ratio,total_facilities,has_kolam_renang,has_tv_kabel,has_ac,has_keamanan_24_jam,has_internet,has_wifi,is_premium_location,log_price,log_effective_area,log_price_per_m2,price_segment,combined_segment
https://www.99.co/id/properti/rumah-dijual-23mily-setiabudi-cp-1011854590,"HOT LISTING! Rumah Untuk Investasi di Setiabudi, LT 310m2m² Bangunan 365m2m²",Setiabudi Area,Unfurnished,Rumah,2025-10-22 11:10:00,0.0,SHM,[],6.0,4.0,365.0,310.0,23000000000,0,4.0,1,0,365.0,63013698.63013699,0.8493150684931506,0,0,0,0,0,0,0,0,23.85876005291904,5.902633333401366,17.958862715162635,luxury,house_luxury
https://www.99.co/id/properti/apartemen-dijual-9mily-setiabudi-cp-1011854630,"Apartemen di Setiabudi, 3 KT, Luas 333m2m², Dekat Setiabudi, Jakarta Selatan, Jakarta Selatan",Sailendra Apartment,Full Furnished,Apartemen,2025-10-22 11:15:00,0.0,Lainnya,"['Kolam Renang', 'TV Kabel', 'Internet', 'CCTV', 'Telepon', 'Wifi', 'Mesin Cuci']",3.0,3.0,,333.0,9800000000,0,1.0,3,1,333.0,29429429.42942943,1.0,7,1,1,0,0,1,1,0,23.00564822272498,5.8111409929767,17.197505766622086,medium,apartment_medium
https://www.99.co/id/properti/apartemen-dijual-2mily-setiabudi-cp-1008168213,"PREMIUM CHOICE! Apartemen Kawasan Setiabudi, 2 KT, Luas 89m2m², Lokasi Premium, Fasilitas Lengkap",SETIABUDI SKY GARDEN,Full Furnished,Apartemen,2025-10-22 11:16:00,0.0,Lainnya,[],2.0,2.0,,89.0,2850000000,0,1.0,3,1,89.0,32022471.91011236,1.0,0,0,0,0,0,0,0,0,21.770584831577846,4.499809670330265,17.2819484927229,budget,apartment_budget
https://www.99.co/id/properti/rumah-dijual-23mily-setiabudi-cp-1011854889,"BEST DEAL! Rumah Untuk Investasi di Setiabudi, Luas 310m2m² LB 365m2m²",Setiabudi Area,Unfurnished,Rumah,2025-10-22 11:27:00,6600.0,SHM,[],6.0,4.0,365.0,310.0,23000000000,1,4.0,1,0,365.0,63013698.63013699,0.8493150684931506,0,0,0,0,0,0,0,0,23.85876005291904,5.902633333401366,17.958862715162635,luxury,house_luxury
https://www.99.co/id/properti/rumah-dijual-23mily-setiabudi-cp-1011854903,"HOT PROPERTY! Rumah Strategis area Setiabudi, LT 310m2m² Bangunan 365m2m²",Setiabudi Area,Unfurnished,Rumah,2025-10-22 11:27:00,6600.0,SHM,[],6.0,4.0,365.0,310.0,23000000000,1,4.0,1,0,365.0,63013698.63013699,0.8493150684931506,0,0,0,0,0,0,0,0,23.85876005291904,5.902633333401366,17.958862715162635,luxury,house_luxury
https://www.99.co/id/properti/rumah-dijual-23mily-setiabudi-cp-1011854905,"PROPERTI PILIHAN! Rumah area Setiabudi, LT 310m2m² LB 365m2m²",Setiabudi Area,Unfurnished,Rumah,2025-10-22 11:27:00,6600.0,SHM,[],6.0,4.0,365.0,310.0,23000000000,1,4.0,1,0,365.0,63013698.63013699,0.8493150684931506,0,0,0,0,0,0,0,0,23.85876005291904,5.902633333401366,17.958862715162635,luxury,house_luxury
https://www.99.co/id/properti/apartemen-dijual-9mily-setiabudi-cp-1005619137,"Apartemen Strategis Kawasan Setiabudi, Luas 160m2m², 3 KT",The Elements,Semi Furnished,Apartemen,2025-10-22 11:54:00,0.0,Lainnya,"['Kolam Renang', 'Taman']",3.0,2.0,,160.0,9800000000,0,1.0,2,1,160.0,61250000.0,1.0,2,1,0,0,0,0,0,0,23.00564822272498,5.081404364984463,17.93047442371564,medium,apartment_medium
https://www.99.co/id/properti/rumah-dijual-23mily-setiabudi-cp-1011855523,"Rumah Terawat di Setiabudi, Jakarta Selatan, Luas 310m2m² Bangunan 365m2m² DIJUAL CEPAT!",Setiabudi Area,Unfurnished,Rumah,2025-10-22 12:09:00,0.0,SHM,[],6.0,4.0,365.0,310.0,23000000000,0,4.0,1,0,365.0,63013698.63013699,0.8493150684931506,0,0,0,0,0,0,0,0,23.85876005291904,5.902633333401366,17.958862715162635,luxury,house_luxury
https://www.99.co/id/properti/apartemen-dijual-4mily-setiabudi-cp-1011855742,"EXCLUSIVE PROPERTY! Apartemen Kawasan Setiabudi, 2 KM, Luas 87m2m², Lokasi Premium, View Kota",South Hills,Full Furnished,Apartemen,2025-10-22 12:23:00,0.0,Lainnya,"['Kolam Renang', 'TV Kabel', 'Internet', 'CCTV', 'Telepon', 'Wifi', 'Mesin Cuci']",2.0,2.0,,87.0,4000000000,0,1.0,3,1,87.0,45977011.494252875,1.0,7,1,1,0,0,1,1,0,22.109560198316302,4.477336814478207,17.643652101161717,budget,apartment_budget
https://www.99.co/id/properti/apartemen-dijual-3mily-setiabudi-cp-1011855959,"SPECIAL PRICE! Apartemen Kawasan Setiabudi, 2 KM, Luas 99m2m²",Setiabudi Residences,Semi Furnished,Apartemen,2025-10-22 12:44:00,0.0,Lainnya,"['Kolam Renang', 'Internet', 'Wifi', 'Mesin Cuci']",1.0,2.0,,99.0,3400000000,0,1.0,2,1,99.0,34343434.34343434,1.0,4,1,0,0,0,1,1,1,21.947041268862645,4.605170185988092,17.351921447551582,budget,apartment_budget
https://www.99.co/id/properti/apartemen-dijual-4mily-setiabudi-cp-1009190713,"UNIT PREMIUM! Apartemen Kawasan Setiabudi, 2 KT, Luas 87m2m², Lokasi Elite, Pemandangan Indah",South Hills,Full Furnished,Apartemen,2025-10-22 12:51:00,0.0,Lainnya,['Kolam Renang'],2.0,2.0,,87.0,4200000000,0,1.0,3,1,87.0,48275862.06896552,1.0,1,1,0,0,0,0,0,0,22.15835036247383,4.477336814478207,17.692442264295437,budget,apartment_budget
https://www.99.co/id/properti/apartemen-dijual-617jt-setiabudi-cp-1009365965,"Apartemen Premium di Setiabudi, 1 KT, Luas 40m2m²",The Wave,Full Furnished,Apartemen,2025-10-22 13:26:00,0.0,Lainnya,"['Kolam Renang', 'TV Kabel', 'Wifi', 'Mesin Cuci']",1.0,1.0,,40.0,617500000,0,1.0,3,1,40.0,15437500.0,1.0,4,1,1,0,0,0,1,0,20.241189628085838,3.713572066704308,16.552310237129795,budget,apartment_budget
https://www.99.co/id/properti/apartemen-dijual-617jt-setiabudi-cp-1010007130,"UNIT TERBAIK! Apartemen di Setiabudi, 1 KT, Luas 40m2m², Area Strategis, Fasilitas Modern, Siap Huni",The Wave,Full Furnished,Apartemen,2025-10-22 13:58:00,0.0,Lainnya,"['Kolam Renang', 'TV Kabel', 'Wifi', 'Mesin Cuci']",1.0,1.0,,40.0,617500000,0,1.0,3,1,40.0,15437500.0,1.0,4,1,1,0,0,0,1,0,20.241189628085838,3.713572066704308,16.552310237129795,budget,apartment_budget
https://www.99.co/id/properti/apartemen-dijual-4miliar-setiabudi-cp-1011858383,"SPECIAL PRICE! Apartemen Kawasan , 3 KT, Luas 159m2m², Lokasi Premium, Fasilitas Modern, Bisa Segera Ditempati",The Peak Sudirman,Full Furnished,Apartemen,2025-11-07 06:51:00,0.0,Lainnya,"['Kolam Renang', 'TV Kabel', 'Wifi', 'Mesin Cuci']",3.0,2.0,,159.0,4200000000,0,1.0,3,1,159.0,26415094.339622643,1.0,4,1,1,0,0,0,1,1,22.15835036247383,5.075173815233827,17.089446197872643,budget,apartment_budget
https://www.99.co/id/properti/apartemen-dijual-4miliar-setiabudi-cp-1011858485,"Apartemen Kawasan , Jakarta Selatan, 3 KT, Luas 159m2m²",The Peak Sudirman,Full Furnished,Apartemen,2025-11-07 12:03:00,0.0,Lainnya,"['Kolam Renang', 'TV Kabel', 'Wifi', 'Mesin Cuci']",3.0,2.0,,159.0,4200000000,0,1.0,3,1,159.0,26415094.339622643,1.0,4,1,1,0,0,0,1,1,22.15835036247383,5.075173815233827,17.089446197872643,budget,apartment_budget
https://www.99.co/id/properti/apartemen-dijual-3mily-setiabudi-cp-1011859210,"LOKASI TERBAIK! Apartemen di Setiabudi, 2 KT, Luas 143m2m², Bisa Segera Ditempati, Fasilitas Modern",Setiabudi,Full Furnished,Apartemen,2025-10-22 15:56:00,0.0,Lainnya,"['Kolam Renang', 'TV Kabel', 'CCTV', 'Telepon', 'Wifi', 'Mesin Cuci']",2.0,2.0,,143.0,3000000000,0,1.0,3,1,143.0,20979020.97902098,1.0,6,1,1,0,0,0,1,0,21.821878125947855,4.969813299576001,16.85903354302128,budget,apartment_budget
https://www.99.co/id/properti/rumah-dijual-8mily-setiabudi-cp-1003367735,"DIJUAL CEPAT! Rumah Setiabudi, Jakarta Selatan, LT 242m2m² LB 200m2m²",Setiabudi Area,Unfurnished,Rumah,2025-10-22 16:36:00,2200.0,SHM,[],3.0,3.0,242.0,200.0,8000000000,1,4.0,1,0,242.0,33057851.23966942,0.8264462809917356,0,0,0,0,0,0,0,0,22.802707378751247,5.493061443340548,17.31376968271956,medium,house_medium
https://www.99.co/id/properti/apartemen-dijual-4miliar-setiabudi-cp-1011860872,"Apartemen Strategis di , 3 KT, Luas 159m2m²",The Peak Sudirman,Full Furnished,Apartemen,2025-11-07 12:08:00,0.0,Lainnya,"['Kolam Renang', 'TV Kabel', 'Internet', 'CCTV', 'Wifi', 'Mesin Cuci']",3.0,3.0,,159.0,4200000000,0,1.0,3,1,159.0,26415094.339622643,1.0,6,1,1,0,0,1,1,1,22.15835036247383,5.075173815233827,17.089446197872643,budget,apartment_budget
https://www.99.co/id/properti/apartemen-dijual-2mily-setiabudi-cp-1011860876,"HOT UNIT! Apartemen Kawasan Setiabudi, 1 KM, Luas 79m2m²",Setiabudi Skygarden,Full Furnished,Apartemen,2025-10-23 10:12:00,0.0,Lainnya,"['Kolam Renang', 'TV Kabel', 'Internet', 'Wifi', 'Mesin Cuci']",2.0,1.0,,79.0,2200000000,0,1.0,3,1,79.0,27848101.265822783,1.0,5,1,1,0,0,1,1,0,21.511723197765228,4.382026634673881,17.14227538075275,budget,apartment_budget
https://www.99.co/id/properti/apartemen-dijual-2mily-setiabudi-cp-1011860962,"PRIME UNIT! Apartemen di Setiabudi, 1 KM, Luas 79m2m², Lokasi Elite, Fasilitas Terlengkap",Setiabudi Skygarden,Full Furnished,Apartemen,2025-10-22 18:15:00,0.0,Lainnya,"['Kolam Renang', 'TV Kabel', 'Internet', 'Wifi', 'Mesin Cuci']",2.0,1.0,,79.0,2200000000,0,1.0,3,1,79.0,27848101.265822783,1.0,5,1,1,0,0,1,1,0,21.511723197765228,4.382026634673881,17.14227538075275,budget,apartment_budget
https://www.99.co/id/properti/apartemen-dijual-4mily-setiabudi-cp-1004728727,"UNIT TERBAIK! Apartemen Kawasan Setiabudi, 2 KM, Luas 141m2m², Area Strategis, Fasilitas Modern, Siap Huni",Setiabudi Residences,Unfurnished,Apartemen,2025-10-22 19:46:00,0.0,Lainnya,[],3.0,2.0,,141.0,4000000000,0,1.0,1,1,141.0,28368794.326241136,1.0,0,0,0,0,0,0,0,1,22.109560198316302,4.955827057601261,17.16080034293813,budget,apartment_budget
https://www.99.co/id/properti/apartemen-dijual-1mily-setiabudi-cp-1011862109,"Apartemen di Setiabudi, Jakarta Selatan, 2 KM, Luas 50m2m²",Taman Rasuna Kuningan,Semi Furnished,Apartemen,2025-10-22 20:30:00,0.0,Lainnya,"['Kolam Renang', 'TV Kabel', 'Internet', 'CCTV', 'Telepon', 'Wifi', 'Mesin Cuci']",3.0,2.0,,50.0,1400000000,0,1.0,2,1,50.0,28000000.0,1.0,7,1,1,0,0,1,1,0,21.05973807428191,3.9318256327243257,17.147715103853763,budget,apartment_budget
https://www.99.co/id/properti/rumah-dijual-2mily-setiabudi-cp-1011862652,"Rumah Strategis di Setiabudi, Jakarta Selatan, Luas 400m2m² LB 200m2m² - BISA KPR!",Setiabudi Area,Semi Furnished,Rumah,2025-10-22 21:37:00,2200.0,SHM,[],5.0,2.0,400.0,200.0,2800000000,1,4.0,2,0,400.0,7000000.0,0.5,0,0,0,0,0,0,0,0,21.752885254484713,5.993961427306569,15.76142084987672,budget,house_budget
https://www.99.co/id/properti/apartemen-dijual-3mily-setiabudi-cp-1009628004,"Apartemen Eksklusif di Setiabudi, 2 KM, Luas 62m2m², Kawasan Setiabudi, Jakarta Selatan, Jakarta Selatan",The Newton 1,Full Furnished,Apartemen,2025-10-22 21:46:00,0.0,Lainnya,['Kolam Renang'],2.0,2.0,,62.0,3600000000,0,1.0,3,1,62.0,58064516.12903226,1.0,1,1,0,0,0,0,0,0,22.004199682686252,4.143134726391533,17.877065314585607,budget,apartment_budget
https://www.99.co/id/properti/apartemen-dijual-4mily-setiabudi-cp-1011862854,"Apartemen di Setiabudi, 2 KT, Luas 130m2m², Dekat Setiabudi, Jakarta Selatan, Jakarta Selatan",Pearl Garden Semanggi,Full Furnished,Apartemen,2025-10-22 22:15:00,0.0,Lainnya,"['Kolam Renang', 'TV Kabel', 'Internet', 'CCTV', 'Telepon', 'Wifi', 'Mesin Cuci']",2.0,2.0,,130.0,4250000000,0,1.0,3,1,130.0,32692307.692307692,1.0,7,1,1,0,0,1,1,0,22.17018482011803,4.875197323201151,17.302650400015388,budget,apartment_budget
https://www.99.co/id/properti/apartemen-dijual-5mily-setiabudi-cp-1009991777,"Apartemen Mewah Kawasan Setiabudi, 3 KM, Luas 170m2m², Akses Mudah Setiabudi, Jakarta Selatan, Jakarta Selatan, Fasilitas Premium",Verde,Unfurnished,Apartemen,2025-10-23 00:25:00,0.0,Lainnya,"['Kolam Renang', 'TV Kabel', 'Internet', 'CCTV', 'Telepon', 'Wifi', 'Mesin Cuci']",3.0,3.0,,170.0,5000000000,0,1.0,1,1,170.0,29411764.70588235,1.0,7,1,1,0,0,1,1,1,22.33270374958051,5.14166355650266,17.19690534633025,budget,apartment_budget
https://www.99.co/id/properti/rumah-dijual-20mily-setiabudi-cp-1011863607,"PENAWARAN TERBAIK! Rumah Strategis area Setiabudi, Luas 560m2m² LB 600m2m²",Setiabudi Area,Unfurnished,Rumah,2025-10-23 05:45:00,16500.0,Lainnya,"['AC', 'Wifi']",5.0,4.0,600.0,560.0,20000000000,1,1.0,1,0,600.0,33333333.333333332,0.9333333333333333,2,0,0,1,0,0,1,0,23.7189981105504,6.398594934535208,17.322068485284255,medium,house_medium
https://www.99.co/id/properti/rumah-dijual-8mily-setiabudi-cp-1007157666,"KESEMPATAN TERBAIK! Rumah Asri area Setiabudi, Luas 200m2m² Bangunan 350m2m²",Setiabudi Area,Semi Furnished,Rumah,2025-10-23 10:49:00,2200.0,SHM,['Wifi'],4.0,3.0,350.0,200.0,8000000000,1,4.0,2,0,350.0,22857142.85714286,0.5714285714285714,1,0,0,0,0,0,1,0,22.802707378751247,5.860786223465865,16.944774267892786,medium,house_medium
https://www.99.co/id/properti/rumah-dijual-8mily-setiabudi-cp-1009444683,"Rumah Nyaman 4 KT di Setiabudi, Jakarta Selatan - LT 259m2m²",Setiabudi Area,Unfurnished,Rumah,2025-10-23 11:37:00,2200.0,SHM,[],4.0,2.0,259.0,180.0,8200000000,1,4.0,1,0,259.0,31660231.66023166,0.694980694980695,0,0,0,0,0,0,0,0,22.82739999133857,5.560681631015528,17.270571961102448,medium,house_medium
https://www.99.co/id/properti/apartemen-dijual-1mily-setiabudi-cp-1011157898,"PREMIUM CHOICE! Apartemen di Setiabudi, 3 KT, Luas 94m2m², Lokasi Premium, Fasilitas Terbaik",Taman Rasuna,Semi Furnished,Apartemen,2025-10-23 11:49:00,0.0,Lainnya,"['Kolam Renang', 'TV Kabel', 'Internet', 'CCTV', 'Telepon', 'Wifi', 'Mesin Cuci']",3.0,2.0,,94.0,1400000000,0,1.0,2,1,94.0,14893617.021276595,1.0,7,1,1,0,0,1,1,0,21.05973807428191,4.553876891600541,16.516443358440476,budget,apartment_budget
https://www.99.co/id/properti/apartemen-dijual-1mily-setiabudi-cp-1011837966,"Apartemen di Setiabudi, 2 KM, Luas 94m2m², Dekat Setiabudi, Jakarta Selatan, Jakarta Selatan",Taman Rasuna Apartment,Full Furnished,Apartemen,2025-10-23 11:49:00,0.0,Lainnya,"['Kolam Renang', 'TV Kabel', 'CCTV', 'Telepon', 'Wifi']",3.0,2.0,,94.0,1400000000,0,1.0,3,1,94.0,14893617.021276595,1.0,5,1,1,0,0,0,1,0,21.05973807428191,4.553876891600541,16.516443358440476,budget,apartment_budget
https://www.99.co/id/properti/apartemen-dijual-3mily-setiabudi-cp-1009892559,"BEST CHOICE! Apartemen di Setiabudi, Jakarta Selatan, 2 KM, Luas 142m2m², Lokasi Strategis",Setiabudi Residences,Full Furnished,Apartemen,2025-10-23 12:00:00,0.0,Lainnya,"['Kolam Renang', 'TV Kabel', 'Internet', 'CCTV', 'Wifi', 'Mesin Cuci']",3.0,2.0,,142.0,3400000000,0,1.0,3,1,142.0,23943661.971830986,1.0,6,1,1,0,0,1,1,1,21.947041268862645,4.962844630259907,16.99121425273197,budget,apartment_budget
https://www.99.co/id/properti/apartemen-dijual-2mily-setiabudi-cp-1003452749,"Apartemen Kawasan Setiabudi, 1 KM, Luas 60m2m², Dekat Setiabudi, Jakarta Selatan, Jakarta Selatan",Kuningan City,Full Furnished,Apartemen,2025-10-23 12:10:00,0.0,Lainnya,"['Kolam Renang', 'Telepon', 'Mesin Cuci']",2.0,1.0,,60.0,2100000000,0,1.0,3,1,60.0,35000000.0,1.0,3,1,0,0,0,0,0,0,21.465203182151978,4.110873864173311,17.370858648025116,budget,apartment_budget
https://www.99.co/id/properti/rumah-dijual-12mily-setiabudi-cp-32808156755,"Rumah LT 250m2m² di Pinggir Kota Setiabudi, Jakarta Selatan - Harga Terjangkau",Setiabudi Area,Unfurnished,Rumah,2025-10-23 13:34:00,2200.0,SHM,['Taman'],4.0,3.0,250.0,200.0,12000000000,1,4.0,1,0,250.0,48000000.0,0.8,1,0,0,0,0,0,0,0,23.208172486817745,5.5254529391317835,17.6867115897055,medium,house_medium
https://www.99.co/id/properti/apartemen-dijual-8mily-setiabudi-cp-1002875724,"SPECIAL PRICE! Apartemen Kawasan Setiabudi, 2 KT, Luas 170m2m²",Verde Two,Semi Furnished,Apartemen,2025-10-23 14:16:00,0.0,Lainnya,"['Kolam Renang', 'Telepon', 'Dapur', 'Mesin Cuci']",2.0,2.0,,170.0,8500000000,0,1.0,2,1,170.0,50000000.0,1.0,4,1,0,0,0,0,0,1,22.86333200056033,5.14166355650266,17.72753358339242,medium,apartment_medium
https://www.99.co/id/properti/rumah-dijual-23mily-setiabudi-cp-1011870277,"Hunian Impian Modern! Rumah 2 Lantai area Setiabudi, Jakarta Selatan, LT 310m2m² LB 365m2m²",Setiabudi Area,Unfurnished,Rumah,2025-10-23 15:12:00,7600.0,SHM,['Telepon'],7.0,4.0,365.0,310.0,23000000000,1,4.0,1,0,365.0,63013698.63013699,0.8493150684931506,1,0,0,0,0,0,0,0,23.85876005291904,5.902633333401366,17.958862715162635,luxury,house_luxury
https://www.99.co/id/properti/apartemen-dijual-3mily-setiabudi-cp-1011870886,"Apartemen Strategis di Setiabudi, 3 KM, Luas 125m2m², Dekat Setiabudi, Jakarta Selatan, Jakarta Selatan, Pemandangan Kota",Casa Grande Residance,Full Furnished,Apartemen,2025-10-23 15:57:00,0.0,Lainnya,"['Kolam Renang', 'Taman']",3.0,3.0,,125.0,3000000000,0,1.0,3,1,125.0,24000000.0,1.0,2,1,0,0,0,0,0,0,21.821878125947855,4.836281906951478,16.993564429978885,budget,apartment_budget
https://www.99.co/id/properti/apartemen-dijual-630jt-setiabudi-cp-1004704339,"BEST DEAL! Apartemen Kawasan Setiabudi, 1 KM, Luas 27m2m²",Sahid Metropolitan Residence,Full Furnished,Apartemen,2025-10-23 15:55:00,0.0,Lainnya,[],1.0,1.0,,27.0,630000000,0,1.0,3,1,27.0,23333333.333333332,1.0,0,0,0,0,0,0,0,0,20.261230378937153,3.332204510175204,16.965393554202667,budget,apartment_budget
https://www.99.co/id/properti/rumah-dijual-5mily-setiabudi-cp-1011872576,"KESEMPATAN TERBAIK! Tersedia KPR Rumah Minimalis lokasi Setiabudi, Jakarta Selatan, LT 220m2m² LB 200m2m²",Setiabudi Area,Unfurnished,Rumah,2025-10-23 17:46:00,0.0,SHM,[],4.0,4.0,220.0,200.0,5000000000,0,4.0,1,0,220.0,22727272.727272727,0.9090909090909091,0,0,0,0,0,0,0,0,22.33270374958051,5.3981627015177525,16.939076247028147,budget,house_budget
https://www.99.co/id/properti/apartemen-dijual-7mily-setiabudi-cp-1003028880,"Apartemen Kawasan Setiabudi, 3 KT, Luas 177m2m², Area Premium",Verde Two,Semi Furnished,Apartemen,2025-10-23 18:40:00,0.0,Lainnya,"['Telepon', 'Dapur', 'Mesin Cuci']",3.0,3.0,,177.0,7800000000,0,1.0,2,1,177.0,44067796.61016949,1.0,3,0,0,0,0,0,0,1,22.77738957077016,5.181783550292085,17.601239860760437,medium,apartment_medium
https://www.99.co/id/properti/rumah-dijual-19mily-setiabudi-cp-1011873672,"PROMO SPESIAL! Rumah Siap Huni di Setiabudi, Luas 307m2m² Bangunan 455m2m²",Setiabudi Area,Unfurnished,Rumah,2025-10-23 20:05:00,0.0,SHM,['Wifi'],6.0,5.0,455.0,307.0,19000000000,0,4.0,1,0,455.0,41758241.75824176,0.6747252747252748,1,0,0,0,0,0,1,0,23.667704816165482,6.1224928095143865,17.54740742110927,medium,house_medium
https://www.99.co/id/properti/apartemen-dijual-18mily-setiabudi-cp-1009194512,"Apartemen di Setiabudi, 3 KT, Luas 355m2m², Dekat Setiabudi, Jakarta Selatan, Jakarta Selatan",St Regis,Unfurnished,Apartemen,2025-10-23 20:38:00,0.0,Lainnya,"['Kolam Renang', 'TV Kabel', 'Internet', 'CCTV', 'Telepon', 'Wifi', 'Mesin Cuci']",3.0,3.0,,355.0,18000000000,0,1.0,1,1,355.0,50704225.35211267,1.0,7,1,1,0,0,1,1,1,23.61363759489813,5.87493073085203,17.741519825089384,medium,apartment_medium
https://www.99.co/id/properti/rumah-dijual-13mily-setiabudi-cp-1011873914,"Kesempatan Investasi di Setiabudi, Dekat Kawasan Bisnis, Jakarta Selatan - 4 Kamar Tidur",Setiabudi Area,Unfurnished,Rumah,2025-10-23 20:38:00,0.0,SHM,[],4.0,4.0,344.0,292.0,13300000000,0,4.0,1,0,344.0,38662790.697674416,0.8488372093023255,0,0,0,0,0,0,0,0,23.311029872249307,5.84354441703136,17.470388240665383,medium,house_medium
https://www.99.co/id/properti/apartemen-dijual-3mily-setiabudi-cp-1004915925,"Apartemen Strategis Kawasan Setiabudi, 2 KM, Luas 83m2m², Kawasan Setiabudi, Jakarta Selatan, Jakarta Selatan, Fasilitas Modern",The Elements,Full Furnished,Apartemen,2025-10-23 22:52:00,0.0,Lainnya,"['Keamanan 24 Jam', 'Dekat Tempat Ibadah', 'Kolam Renang', 'Taman', 'Jogging Track']",2.0,2.0,,83.0,3400000000,0,1.0,3,1,83.0,40963855.421686746,1.0,5,1,0,0,1,0,0,0,21.947041268862645,4.430816798843313,17.528200685183695,budget,apartment_budget
https://www.99.co/id/properti/apartemen-dijual-5mily-setiabudi-cp-1004935313,"HOT UNIT! Apartemen Kawasan Setiabudi, 2 KM, Luas 124m2m²",The Elements,Full Furnished,Apartemen,2025-10-23 22:52:00,0.0,Lainnya,"['Keamanan 24 Jam', 'Dekat Tempat Ibadah', 'Kolam Renang', 'Taman', 'Jogging Track']",2.0,2.0,,124.0,5500000000,0,1.0,3,1,124.0,44354838.70967742,1.0,5,1,0,0,1,0,0,0,22.428013929366653,4.8283137373023015,17.607732386125253,medium,apartment_medium
https://www.99.co/id/properti/apartemen-dijual-3mily-setiabudi-cp-1006910325,"Apartemen Kawasan Setiabudi, 3 KT, Luas 135m2m², Strategis",SKY GARDEN SETIABUDI,Unfurnished,Apartemen,2025-10-23 22:52:00,0.0,Lainnya,[],3.0,2.0,,135.0,3500000000,0,1.0,1,1,135.0,25925925.925925925,1.0,0,0,0,0,0,0,0,0,21.976028805727495,4.912654885736052,17.07075406557478,budget,apartment_budget
https://www.99.co/id/properti/apartemen-dijual-6mily-setiabudi-cp-1009800001,"BEST OFFER! Apartemen di Setiabudi, 2 KM, Luas 155m2m², Lokasi Premium, Fasilitas Lengkap, Siap Huni",SETIABUDI SKY GARDEN,Full Furnished,Apartemen,2025-10-24 10:44:00,0.0,Lainnya,"['Kolam Renang', 'Taman']",3.0,2.0,,155.0,6500000000,0,1.0,3,1,155.0,41935483.87096774,1.0,2,1,0,0,0,0,0,0,22.59506801400185,5.049856007249537,17.55164292077491,medium,apartment_medium
https://www.99.co/id/properti/apartemen-dijual-1mily-setiabudi-cp-1009800750,"Apartemen Lokasi Strategis di Setiabudi, 1 KT, Luas 42m2m², Fasilitas Terbaik",The Newton 1,Full Furnished,Apartemen,2025-10-24 10:44:00,0.0,Lainnya,['Kolam Renang'],1.0,1.0,,42.0,1800000000,0,1.0,3,1,42.0,42857142.85714286,1.0,1,1,0,0,0,0,0,0,21.311052502404085,3.7612001156935624,17.573382906898495,budget,apartment_budget
https://www.99.co/id/properti/apartemen-dijual-2mily-setiabudi-cp-1009170035,"Apartemen Premium Kawasan Setiabudi, Luas 79m2m², 1 KM",Setiabudi Sky Garden,Full Furnished,Apartemen,2025-10-24 13:10:00,0.0,Lainnya,"['Kolam Renang', 'Taman']",2.0,1.0,,79.0,2400000000,0,1.0,3,1,79.0,30379746.83544304,1.0,2,1,0,0,0,0,0,0,21.59873457471698,4.382026634673881,17.229286754749957,budget,apartment_budget
https://www.99.co/id/properti/apartemen-dijual-2mily-setiabudi-cp-1011882130,"HOT UNIT! Apartemen Kawasan Setiabudi, 1 KM, Luas 68m2m²",South Hills,Full Furnished,Apartemen,2025-10-24 15:06:00,0.0,Lainnya,"['Kolam Renang', 'Mesin Cuci']",1.0,1.0,,68.0,2400000000,0,1.0,3,1,68.0,35294117.64705882,1.0,2,1,0,0,0,0,0,0,21.59873457471698,4.23410650459726,17.37922689745754,budget,apartment_budget
https://www.99.co/id/properti/rumah-dijual-14mily-setiabudi-cp-1011882590,"Rumah kawasan Setiabudi, Jakarta Selatan, Luas 320m2m² Bangunan 800m2m²",Setiabudi Area,Unfurnished,Rumah,2025-10-24 15:36:00,0.0,SHM,[],6.0,5.0,800.0,320.0,14000000000,0,4.0,1,0,800.0,17500000.0,0.4,0,0,0,0,0,0,0,0,23.362323166633097,6.68586094706836,16.677711496036597,medium,house_medium
https://www.99.co/id/properti/apartemen-dijual-2mily-setiabudi-cp-1011883397,"Apartemen Strategis Kawasan Setiabudi, 2 KM, Luas 63m2m²",SETIABUDI SKY GARDEN,Full Furnished,Apartemen,2025-10-24 16:27:00,0.0,Lainnya,"['Kolam Renang', 'TV Kabel', 'CCTV', 'Telepon', 'Wifi', 'Mesin Cuci']",2.0,2.0,,63.0,2500000000,0,1.0,3,1,63.0,39682539.68253968,1.0,6,1,1,0,0,0,1,0,21.639556569220566,4.1588830833596715,17.49642186762903,budget,apartment_budget
https://www.99.co/id/properti/apartemen-dijual-2mily-setiabudi-cp-1011885520,"HOT DEAL! Apartemen Kawasan Setiabudi, 2 KM, Luas 85m2m², Area Premium, Pemandangan Indah",Setiabudi Residences,Full Furnished,Apartemen,2025-10-24 20:41:00,0.0,Lainnya,"['Kolam Renang', 'TV Kabel', 'Internet', 'CCTV', 'Telepon', 'Wifi', 'Mesin Cuci']",2.0,2.0,,85.0,2900000000,0,1.0,3,1,85.0,34117647.058823526,1.0,7,1,1,0,0,1,1,1,21.787976574283668,4.454347296253507,17.345325346758866,budget,apartment_budget
